barcode,product_name,brands,ingredients_text
8901063136403,Britannia™ nutriCHOICE 5 Grain Digestive Biscuit,Britannia,"wheat flour (45%), sugar, palm oil, finger millet flour (8%), wheat bran (6%), oat flakes (2.5%), corn flakes (2.5%), skim milk powder, rice flour (0.8%), ammonium bicarbonate, sodium bicarbonate (leavening), salt, soy lecithin, diacetyl tartaric acid esters of mono & di glycerides, mono & di glycerides of fatty acids (emulsifiers), honey (0.4%) and artificial flavours (honey, vanilla, cereal & nut) contains: wheat, milk product and soy"
8901262070539,FRUIT N' NUT Dark Chocolate,Amul,"sugar, cocoa solids, cocoa butter, <span class=""allergen"">almonds</span>(8%), raisins(5%), permitted emulsifiers (e322, e476),"
8901552014410,Lime Pickle in olive oil,Ashoka,"lime (63%), olive oil, salt, chilli powder, mustard seeds, fenugreek, coriander powder, asafoetida (wheat), cumin powder, acid: acetic acid."
8903553601613,Pickel,RAM BANDHU,"green mangoes, edible common salt, edible rice bran oil, mustard chilli powder, fenugreek , turmeric powder, acidity regulator, compounded asafoetida, preservative"
8901552015721,Ashoka Moong Dal Kachori,Ashoka,"split green gram (28%), refined flour (wheat) (26%), sunflower oil, water, salt, sugar, green chilli, spices (coriander powder, black pepper, cumin, aniseeds, cinnamon, nutmeg, sesame seeds, cardamom, clove, bay leaf, star anise, chilli powder, caraway seeds, carom seeds, mace, stone flower ), sesame seeds, mustard seeds, turmeric powder, citric acid."
8908006487028,elaichi rusk,madhurima,"eat flour (maida), yeast, suji, sugar, groundnut oil, vanaspati, salt, elaichi & khas-khas"
8901725113520,Glucose Biscuits,Sunfeast,"refined wheat flour (maida) (60.5%), sugar, refined palm oil, invert syrup, raising agents [ins 503(1), ins 500 (i)], iodized salt, liquid glucose (0.5%), emulsifiers [ins 322(0, ins 472e], milk solids (0.1%), mineral and vitamin premix [mzinc (zinc oxide), ^vitamin a (retinyl palmitate)] and flour treatment agent (ins 223)"
8901262020015,Cheese slices,Amul,"cheese, _milk_ solids, emulsifying salts (e452, e339, e341, e331), iodized salt, class ii preservatives (e200, e234)"
8901117257023,Maxirich,cipla,"maxirich tulsi drops natural immunity booster other benefits •supports skin health •supports joint health •supports heart health •anti viral, anti bacterial •useful in urine infections •antioxidant which supports overall health an ayurvedic proprietary medicine each 1 ml contains extract of: shyam tulsi (ocimum sancțum) leaf 0.20 ml vishnu tulsi (ocimum tenuiflorum) leaf 0.20 ml ram tulsi (ocimum gratissimum) leaf 0.20 ml nimbu tulsi (ocimum citriodorum) leaf 0.20 ml van tulsi (ocímum basilicum) leaf 0.15 ml base q.s. dosage: 5-10 drops, 2-3 times a day in water (lukewarm) or tea or as directed by a physician shake well before use. keep out of reach of children storage conditions: store under cool, dark & dry place, at temperature not exceeding 30°c. protect from direct sunlight."
8902579105013,Mango Drink,Frooti,"water, mango pulp, sugar, acidity regulators (citric acid [e330], trisodium citrate [e331{iii}]), stabiliser (gellan gum [e418]), preservative (potassium sorbate [e202]), antioxidant (ascorbic acid [e300]), artificial mango flavour and colouring agent beta-carotene [e160a]"
8904004403732,Haldiram moong dal,Haldiram,"split pulse moong (moong dal) (77%), refined cotton seed oil & lodised salt."
8901262040013,Shrikhand,Amul,"milk solids, sugar, elaichi powder (0.1%)"
8901719115400,Milano,parle,"refined wheat flour (maida), chocolate (26 %) [sugar, cocoa solids, cocoa butter, dextrose, emulsifier of vegetable origin (soya lecithini and artificial flavouring substances-vanilla], refined palm oil, sugar, invert sugar syrup, liquid glucose, <span class=""allergen"">butter</span>, raising agents (503 500 . milk solids, cocoa solids (0.7 %), 10dised salt and emulsifier of vegetable origin [diacetyltartaric and fatty acid esters of glyceroli. contains added flavours ( artificial flavouring substances - chocolate and vanilla)"
8904063205087,Masala Lachcha Paratha,Haldiram's,"whole wheat flour (65%), refined sunflower oil, water, vegetable oil (contains one or moreo of following: sesame oil, soybean oil, palm oil, corn oil), salt, red chilli powder and acidity regulators (sodium bicarbonate (e500(ii). contains <span class=""allergen"">wheat</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">sesame</span> and soy components manufactured in facility that processes food containing peanut & <span class=""allergen"">treenut</span>."
8906010360115,grb pure ghee,Unknown Brand,"milk fat nutrition facts serving size 1 tbsp (14g) 32.5 servings per container calories amount per serving total sugars og dietary fiber og sodium org total carbohydrate og cholesterol 28mg trans fat og total fat 14g saturated fat 9g % daily value* 126 18% 45% 33333 includes og added sugars 0% protein og iron 0mg potassium omg calcium omg vitamin d 0mcg ""the % daily value (dv) tells you how much rent in a serving of food contributes to a dally 2,000 calories a day is used for geral nutrition advice lot no: 4121224 mfd: use by: 10.04.2025 broucher tri you by b ty ltd 8 906010 360115 downs. uic 3201 com.au keep your city clean"
8906021074766,Peanut butter,"We Natural,Ruparel Foods",_cacahuetes_ tostados 100%.
8904063259097,Multigrain chapati,Haldiram's,whole wheat✔ soy✔ chickpea ragi oats barley✓ maize
8901030807213,Horlicks classic malt,,"taxes) pkd,: batch no,: ,00, pko: 10 /20,, 201018dbph 19:14) 00-04 - ssj-shpl-1000 yene 1001 1030 807213&gt; save in com nosih 30 - 2 x 500 g packs qty/100 g approx known functions of nutrients nutrients calcium 741 mg vitamin d 9,3mcg phosphorus 280 mg magnesium youdneeds healthy bones t mised in the uoudunsu ap ode nutrients wven that children healthy muscles protein 450mg and their function potassium net , sharper hoe who did not iron 148 mg healthy vitamin c vitamin a 741 mcg pool lodine 139 mcg vitamin b6 vitamin b12 folic acid 370 mcg carbohydrate of which sugar (sucrose) 3,7 mg brain development and its function 13,5 g fat vitamin b1 vitamin b2 2g energy and its metabolism niacin biotin pantothenic acid energy"
8906005662088,narasus,Narasu's,"u's na jaras since 1926 insta strong instant coffee-chicory mixture coffee 70% chicory 30% keep the container air tight, fssai lic no:10012042000442 6 6208 8 0 0 0 6| 8"
8901030807176,Classic Malt,Horlicks,"malt (66.7%) [<span class=""allergen"">barley</span> (32%), <span class=""allergen"">wheat flour</span> (atta), <span class=""allergen"">wheat</span>, millet], milk solids (14%), sugar, wheat gluten, minerals, edible lodized salt, <span class=""allergen"">soy protein isolate</span>, acidity regulators [ins 501(ii), 500(ii)], vitamins. allergen information: contains <span class=""allergen"">wheat</span>, <span class=""allergen"">barley</span>, milk & soy."
8902579000370,Frooti mango drink,parle Agro,"water, mango pulp (19.5%), sugar, acidity regulators [(ins330, ins331(iii)],antioxidant (ins300), mature-identical flavouring substances (mango) and synthetic food colour (ins110)."
8901719258633,Hide and seek -bourbon,Hide and seek,parle platina net wt./poids net: 150 g/5.3 oz biscuits sandwich artificiellement aromatisés au chocolat hide & seek bourbon artificially chocolate flavoured sandwich cookies export pack emballage pour exportation bourron urbon
8901552020923,peeled garlic paste with oil,Ashoka,"ail 75%, huile de riz 14%, sel 9%, correcteur d'acidité: e260, e330"
8901262071352,Colombia Classique Black,Amul,"cocoa solids, sugar, cocoa butter, emulsifiers (e322, e476)."
8901120143115,Sugar Free Natura,Sugar Free,"bulking agent-lactose, sweetener sucralose, dispersing agent-microcrystalline cellulose, stabilizer - pregelatinized starch, anticaking agent - magnesium stearate, stabilizer - polyvinyl pyrrolidone or co no tm this is only a brand name & trademark and does not represent its true nature. i mar zy ne so net qty: 8.5 g (100 pellets) mrp rs: (nd of al taxes) swahd ma 9660"
8901719117251,Rusk Real Premium Elaichi,Parle,"refined wheat flour (maida) (68%), sugar, refined palm oil, suji, yeast, iodised salt, wheat ġlutén, emulsifiers of vegetable origin [(322, 481(i), 472e, 471)], wheat fibre, spices [cardmom seeds (0.08%)], antiòxidant (300], floúr treatment agent [1100(1). contains added flavours (artificial flavouring substances - cardamom)"
8906026900053,Sugar,Madhur,refined crystal sugar
8901786070503,Pav bhaji masala,Everest,"chilli, coriander, cumin, dry mango, cassia leaf, black pepper, cassia, clove, turmeric, dry ginger, star anise, fennel, black cardamom and common salt."
8901192226051,Hing,Catch,"white flour, asafoetida, edible gum, <span class=""allergen"">wheat flour</span> 55% approx."
8906018998594,Chak-de chocolate,The symbol of taste,"refined wheat flour, sugar, edible vegetable oil (palm oil), milk product, cocoa solids, dextrose, emulsifiers (plant origin)(e471. e472(@) e322), vegetable fiber, salt, leavening agents (e500(ii), antioxidant (e319), flour improver (e1101). contains: nature identical flavours"
8901414001787,Khasta Gur Gajjak,,export only khasta gur gajjak 400g
8901014002054,Top Ramen Masala Noodles,Nissin,"instant noodles with seasoning redients: noodles (91%): refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 451(i) & ins 500(i)], mixed spices 0.17% (turmeric, coriander, cumin & red chilli), antioxidant (ins 319) & thickener (ins 412). seasoning mix (9%): sugar, mixed spices 17.51% (coriander, turmeric, cumin, red chilli, ginger, fenugreek, black pepper, clove cinnamon, green cardamom, nutmeg & star anise), lodised salt, hydrolysed vegetable protein powder (<span class=""allergen"">soya</span>), onion powder, noodle powder (refined wheat flour (maida), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 451 (i) & ins 500(i)], mixed spices 0.17% (turmeric, coriander, cumin & red chilli), antioxidant (ins 319) & thickener (ins 412)), corn starch, garlic powder, flavour enhancers (ins 631&ins 627), yeast extract powder, acidity regulator (ins 330), colour [ins 100(ii)] & natural flavour. 
allergen information: contains wheat & <span class=""allergen"">soy</span>. 
may contain <span class=""allergen"">milk</span>."
8901030667756,Fresh Tomato Ketchup,Kissan,"water, tomato paste (28%), sugar, iodised salt, acidity regulator - 260, stabilisers - 1422, 415, preservatives - 211, onion powder, garlic powder, spices and condiments."
8904335600336,Muesli+,Yoga Bar,"60% whole grains (rolled oats, brown rice flakes, quinoa flakes). 17% dried fruits (raisins. apricots. cranberry. blackcurrants). 14% seeds & nuts (pumpkin, <span class=""allergen"">almonds</span>, chia. flax). strawberry powder. date syrup, jaggery, rice bran oil, himalayan pink salt"
8904258702407,Raw Pressery Protein Milkshake,Raw Pressery,"purified water, milk solids, prebiotic - fructooligosaccharide, coffee powder, stabilizer (ins 407, ins 460(i), ins 466), sequestrant (ins 331(iii), ins 340(ii & iii), ins 452(i)), acidity regulator (ins 339(gii), emulsifier (ins 471), wellmune - yeast beta 1,3/1,6 glucan, sucralose (ins 955) &lt; back to protein shakes join the phab community join our community and receive exclusive updates, early access to the best deals & new product launches.we'll also"
8901719101311,Magix,Parle,"<span class=""allergen"">wheat flour</span>, sugar, edible vegetable oil(palm oil) cashew bits (3 % ), milk solids, invert sugar syrup, edible common salt, raising agents[503(ii),500 (ii)], emulsifiers[di-acetyl tartaric acid esers of mono and diglycerides of edible vegetable oils] ano dough conditioner[223], contains added flavours (artifical flavouring substances-<span class=""allergen"">cashew</span>, vanilla)"
8908012378228,Cheese Lite,Bakeland,"<span class=""allergen"">wheat flour</span>, edible vegetable oils, coconut oil, cheese powder, invert syrup, skimmed milk powder, <span class=""allergen"">butter</span>, salt, yeast, permitted leavening, emulsifiers & flavouring agents, dough conditioners (223)."
8904063230164,Haldiram's All In One Mix (400G),Haldiram's,"nooles pgtses and rice flakes  y٣marke & manufactlired  haldiram sracks pvt.ltd.  c-3, sector - 67, noida 201/ 307  gautam budh nagar, (up) india  website : www.haldiram.com  e-mail   
٢  ٢  
fssa  lic. m, 1001307 f-na  
ن الهند ا india of product  
export fack  
spicy blend of chickpeas flour noodles, pulses and rice f anes  ingredients: chickpeas flour (19%), vegetable oil (cotton seed  corn & palmolein), tepary beans flour (6%), chickpeas pulse  (5%), split mung bean (5%), lentil (3%), potatoes (3%), cornflales  (derived from corn) (3%), rice flakes, rice powder, starch  (sago), raisins, <span class=""allergen"">cashews</span>, <span class=""allergen"">peanuts</span>, green peas, sugar powder  spinach powder, salt, red chilli powder, turmeric powder, mango  powder, black pepper pcwder, ginger powder, clove powder, mace  powder, nutmeg powder, onion powder, garlic powder, cerdamom  powder, fennel, c oriander powce, mint `eaves powde, cumin  powder, asafoetida powder, acidiy ne """""" or [citric ac;d powder  ن550(i)lan (e wconate sodiumetc 296;, (e acid malic 330), (e  anticaking agent [silicon diox ""s (e 551)).  
contains cashev"" ""av ts  
الجميع في ،تعد مزيج حار من معكرونة دقق الحمص والبقول ورقائق الأرز،  الكمون المالك ا مسحرق الطتيت ٥ ا مسحرق الثعم مسحوق الميل الشمر ٥ منظم الحمضة مسحوق الصولجان ر اس.ة جامض الستريك (ني (330 ا مسحوق الكزبرة ٥ مسحوق ارراق النعناع ا لزنجبيل ٥ مسحرق الترنفل ٥ ت مسحوق جوزة الطبب حرق النلفل الأحمر مسحرق الكركم مسحوق المانجو ٥ مسحرق الغلفل الأسود ٥ مسحوق ااm النول السوداني ٥ البازلاء الخضراء ٢ مسحوق السكر ٢ و مسحرق السبانخ ا الملح ف رسل الذرة (مشتقة من الذرة) (43) ا رقائق الأرز مسحرق الأرز النشا (ساغعا الزبيب ا لكربات٦ طحين الحمص )و1ا( ، زيت نباتي (بنور القطن، ذرة ، بالم أولين) ، طحين لاصسوليا البيضاء o حبوب الحمص )ة٪( ، فول مونج s)٪( ، عدس 3)٪( ، بطاطس ا ت٪"
